path,object_id,object_name,comment,zone_id,variable_name,raw_unit,type,required,available,data_exist
/iot_hdc/ae-modbus/DE-50,DE-50,9층_RN-9(분전반),,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-1,AI-1,9층_RN-9(분전반)_R1(구내통신실)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-2,AI-2,9층_RN-9(분전반)_R3(전기타월)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-3,AI-3,9층_RN-9(분전반)_R5(전열)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-4,AI-4,9층_RN-9(분전반)_R7(전열)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-5,AI-5,9층_RN-9(분전반)_SYSTEM BOX(S2)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-6,AI-6,9층_RN-9(분전반)_SYSTEM BOX(S4)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-7,AI-7,9층_RN-9(분전반)_SYSTEM BOX(S6)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-8,AI-8,9층_RN-9(분전반)_SYSTEM BOX(S8)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-9,AI-9,9층_RN-9(분전반)_SYSTEM BOX(S10)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-10,AI-10,9층_RN-9(분전반)_SYSTEM BOX(S12)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-11,AI-11,9층_RN-9(분전반)_SYSTEM BOX(S14)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-12,AI-12,9층_RN-9(분전반)_SYSTEM BOX(S16)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-13,AI-13,9층_RN-9(분전반)_SYSTEM BOX(S18)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-14,AI-14,9층_RN-9(분전반)_SYSTEM BOX(S20)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-15,AI-15,9층_RN-9(분전반)_SYSTEM BOX(S22)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-16,AI-16,9층_RN-9(분전반)_R2(소변감지용)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-17,AI-17,9층_RN-9(분전반)_R4(소변감지용)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-18,AI-18,9층_RN-9(분전반)_R6_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-19,AI-19,9층_RN-9(분전반)_SYSTEM BOX(S1)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-20,AI-20,9층_RN-9(분전반)_SYSTEM BOX(S3)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-21,AI-21,9층_RN-9(분전반)_SYSTEM BOX(S5)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-22,AI-22,9층_RN-9(분전반)_SYSTEM BOX(S7)_유효전력량,단상,,,,,False,False,False
/iot_hdc/ae-modbus/DE-50/AI-23,AI-23,9층_RN-9(분전반)_SYSTEM BOX(S9)_유효전력량,단상,,,,,False,False,False
