,path,object_id,object_name,comment,zone_id,variable_name,raw_unit,type,required,available,data_exist
0,/iot_lotte/3/DE-20,DE-20,환경센서 2-8,,,,,,False,False,False
1,/iot_lotte/3/DE-20/AI-1,AI-1,  co2,,,,,,False,False,False
2,/iot_lotte/3/DE-20/AI-2,AI-2,  datetime,,,,,,False,False,False
3,/iot_lotte/3/DE-20/AI-3,AI-3,  dewpoint,,,,,,False,False,False
4,/iot_lotte/3/DE-20/AI-4,AI-4,  hcho,,,,,,False,False,False
5,/iot_lotte/3/DE-20/AI-5,AI-5,  humidity,,,,,,False,False,False
6,/iot_lotte/3/DE-20/AI-6,AI-6,  lx,,,,,,False,False,False
7,/iot_lotte/3/DE-20/AI-7,AI-7,  pm1,,,,,,False,False,False
8,/iot_lotte/3/DE-20/AI-8,AI-8,  pm10,,,,,,False,False,False
9,/iot_lotte/3/DE-20/AI-9,AI-9,  pm25,,,,,,False,False,False
10,/iot_lotte/3/DE-20/AI-10,AI-10,  sound,,,,,,False,False,False
11,/iot_lotte/3/DE-20/AI-11,AI-11,  temperature,,,,,,False,False,False
12,/iot_lotte/3/DE-20/AI-12,AI-12,  timestamp,,,,,,False,False,False
13,/iot_lotte/3/DE-21,DE-21,환경센서 2-7,,,,,,False,False,False
14,/iot_lotte/3/DE-21/AI-1,AI-1,  co2,,,,,,False,False,False
15,/iot_lotte/3/DE-21/AI-2,AI-2,  datetime,,,,,,False,False,False
16,/iot_lotte/3/DE-21/AI-3,AI-3,  dewpoint,,,,,,False,False,False
17,/iot_lotte/3/DE-21/AI-4,AI-4,  hcho,,,,,,False,False,False
18,/iot_lotte/3/DE-21/AI-5,AI-5,  humidity,,,,,,False,False,False
19,/iot_lotte/3/DE-21/AI-6,AI-6,  lx,,,,,,False,False,False
20,/iot_lotte/3/DE-21/AI-7,AI-7,  pm1,,,,,,False,False,False
21,/iot_lotte/3/DE-21/AI-8,AI-8,  pm10,,,,,,False,False,False
22,/iot_lotte/3/DE-21/AI-9,AI-9,  pm25,,,,,,False,False,False
23,/iot_lotte/3/DE-21/AI-10,AI-10,  sound,,,,,,False,False,False
24,/iot_lotte/3/DE-21/AI-11,AI-11,  temperature,,,,,,False,False,False
25,/iot_lotte/3/DE-21/AI-12,AI-12,  timestamp,,,,,,False,False,False
26,/iot_lotte/3/DE-22,DE-22,환경센서 2-6,,,,,,False,False,False
27,/iot_lotte/3/DE-22/AI-1,AI-1,  co2,,,,,,False,False,False
28,/iot_lotte/3/DE-22/AI-2,AI-2,  datetime,,,,,,False,False,False
29,/iot_lotte/3/DE-22/AI-3,AI-3,  dewpoint,,,,,,False,False,False
30,/iot_lotte/3/DE-22/AI-4,AI-4,  hcho,,,,,,False,False,False
31,/iot_lotte/3/DE-22/AI-5,AI-5,  humidity,,,,,,False,False,False
32,/iot_lotte/3/DE-22/AI-6,AI-6,  lx,,,,,,False,False,False
33,/iot_lotte/3/DE-22/AI-7,AI-7,  pm1,,,,,,False,False,False
34,/iot_lotte/3/DE-22/AI-8,AI-8,  pm10,,,,,,False,False,False
35,/iot_lotte/3/DE-22/AI-9,AI-9,  pm25,,,,,,False,False,False
36,/iot_lotte/3/DE-22/AI-10,AI-10,  sound,,,,,,False,False,False
37,/iot_lotte/3/DE-22/AI-11,AI-11,  temperature,,,,,,False,False,False
38,/iot_lotte/3/DE-22/AI-12,AI-12,  timestamp,,,,,,False,False,False
39,/iot_lotte/3/DE-23,DE-23,환경센서 2-5,,,,,,False,False,False
40,/iot_lotte/3/DE-23/AI-1,AI-1,  co2,,,,,,False,False,False
41,/iot_lotte/3/DE-23/AI-2,AI-2,  datetime,,,,,,False,False,False
42,/iot_lotte/3/DE-23/AI-3,AI-3,  dewpoint,,,,,,False,False,False
43,/iot_lotte/3/DE-23/AI-4,AI-4,  hcho,,,,,,False,False,False
44,/iot_lotte/3/DE-23/AI-5,AI-5,  humidity,,,,,,False,False,False
45,/iot_lotte/3/DE-23/AI-6,AI-6,  lx,,,,,,False,False,False
46,/iot_lotte/3/DE-23/AI-7,AI-7,  pm1,,,,,,False,False,False
47,/iot_lotte/3/DE-23/AI-8,AI-8,  pm10,,,,,,False,False,False
48,/iot_lotte/3/DE-23/AI-9,AI-9,  pm25,,,,,,False,False,False
49,/iot_lotte/3/DE-23/AI-10,AI-10,  sound,,,,,,False,False,False
50,/iot_lotte/3/DE-23/AI-11,AI-11,  temperature,,,,,,False,False,False
51,/iot_lotte/3/DE-23/AI-12,AI-12,  timestamp,,,,,,False,False,False
52,/iot_lotte/3/DE-24,DE-24,환경센서 2-4,,,,,,False,False,False
53,/iot_lotte/3/DE-24/AI-1,AI-1,  co2,,,,,,False,False,False
54,/iot_lotte/3/DE-24/AI-2,AI-2,  datetime,,,,,,False,False,False
55,/iot_lotte/3/DE-24/AI-3,AI-3,  dewpoint,,,,,,False,False,False
56,/iot_lotte/3/DE-24/AI-4,AI-4,  hcho,,,,,,False,False,False
57,/iot_lotte/3/DE-24/AI-5,AI-5,  humidity,,,,,,False,False,False
58,/iot_lotte/3/DE-24/AI-6,AI-6,  lx,,,,,,False,False,False
59,/iot_lotte/3/DE-24/AI-7,AI-7,  pm1,,,,,,False,False,False
60,/iot_lotte/3/DE-24/AI-8,AI-8,  pm10,,,,,,False,False,False
61,/iot_lotte/3/DE-24/AI-9,AI-9,  pm25,,,,,,False,False,False
62,/iot_lotte/3/DE-24/AI-10,AI-10,  sound,,,,,,False,False,False
63,/iot_lotte/3/DE-24/AI-11,AI-11,  temperature,,,,,,False,False,False
